"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|FI","Actual Total Load [MW] - BZN|FI"
"05.01.2024 11:30 - 05.01.2024 11:45","14862","14000"
"05.01.2024 11:45 - 05.01.2024 12:00","14852","13961"
"05.01.2024 12:00 - 05.01.2024 12:15","14843","13934"
"05.01.2024 12:15 - 05.01.2024 12:30","14843","13915"
"05.01.2024 12:30 - 05.01.2024 12:45","14849","13886"
"05.01.2024 12:45 - 05.01.2024 13:00","14862","13898"
"05.01.2024 13:00 - 05.01.2024 13:15","14885","13828"
"05.01.2024 13:15 - 05.01.2024 13:30","14907","13933"
"05.01.2024 13:30 - 05.01.2024 13:45","14927","13985"
"05.01.2024 13:45 - 05.01.2024 14:00","14962","14045"
"05.01.2024 14:00 - 05.01.2024 14:15","15020","14002"
"05.01.2024 14:15 - 05.01.2024 14:30","15048","14081"
"05.01.2024 14:30 - 05.01.2024 14:45","15056","14024"
"05.01.2024 14:45 - 05.01.2024 15:00","15051","14005"
"05.01.2024 15:00 - 05.01.2024 15:15","15022","13994"
"05.01.2024 15:15 - 05.01.2024 15:30","15005","13907"
"05.01.2024 15:30 - 05.01.2024 15:45","14948","13901"
"05.01.2024 15:45 - 05.01.2024 16:00","14931","13801"
"05.01.2024 16:00 - 05.01.2024 16:15","14904","13714"
"05.01.2024 16:15 - 05.01.2024 16:30","14889","13714"
"05.01.2024 16:30 - 05.01.2024 16:45","14878","13712"
"05.01.2024 16:45 - 05.01.2024 17:00","14882","13698"
"05.01.2024 17:00 - 05.01.2024 17:15","14913","13623"
"05.01.2024 17:15 - 05.01.2024 17:30","14908","13687"
"05.01.2024 17:30 - 05.01.2024 17:45","14880","13663"
"05.01.2024 17:45 - 05.01.2024 18:00","14841","13543"
"05.01.2024 18:00 - 05.01.2024 18:15","14787","13456"
"05.01.2024 18:15 - 05.01.2024 18:30","14727","13405"
"05.01.2024 18:30 - 05.01.2024 18:45","14668","13336"
"05.01.2024 18:45 - 05.01.2024 19:00","14571","13358"
"05.01.2024 19:00 - 05.01.2024 19:15","14408","13260"
"05.01.2024 19:15 - 05.01.2024 19:30","14330","13263"
"05.01.2024 19:30 - 05.01.2024 19:45","14295","13125"
"05.01.2024 19:45 - 05.01.2024 20:00","14315","13000"
"05.01.2024 20:00 - 05.01.2024 20:15","14434","13213"
"05.01.2024 20:15 - 05.01.2024 20:30","14462","13338"
"05.01.2024 20:30 - 05.01.2024 20:45","14436","13403"
"05.01.2024 20:45 - 05.01.2024 21:00","14395","13417"
"05.01.2024 21:00 - 05.01.2024 21:15","14319","13481"
"05.01.2024 21:15 - 05.01.2024 21:30","14247","13479"
"05.01.2024 21:30 - 05.01.2024 21:45","14182","13371"
"05.01.2024 21:45 - 05.01.2024 22:00","14079","13256"
"05.01.2024 22:00 - 05.01.2024 22:15","13915","13212"
"05.01.2024 22:15 - 05.01.2024 22:30","13825","13229"
"05.01.2024 22:30 - 05.01.2024 22:45","13786","13254"
"05.01.2024 22:45 - 05.01.2024 23:00","13762","13168"
"05.01.2024 23:00 - 05.01.2024 23:15","12740","13156"
"05.01.2024 23:15 - 05.01.2024 23:30","12734","13101"
"05.01.2024 23:30 - 05.01.2024 23:45","12723","13034"
"05.01.2024 23:45 - 06.01.2024 00:00","12700","13026"
"06.01.2024 00:00 - 06.01.2024 00:15","12659","12969"
"06.01.2024 00:15 - 06.01.2024 00:30","12631","12965"
"06.01.2024 00:30 - 06.01.2024 00:45","12614","12885"
"06.01.2024 00:45 - 06.01.2024 01:00","12589","12882"
"06.01.2024 01:00 - 06.01.2024 01:15","12549","12831"
"06.01.2024 01:15 - 06.01.2024 01:30","12538","12817"
"06.01.2024 01:30 - 06.01.2024 01:45","12544","12796"
"06.01.2024 01:45 - 06.01.2024 02:00","12568","12762"
"06.01.2024 02:00 - 06.01.2024 02:15","12623","12756"
"06.01.2024 02:15 - 06.01.2024 02:30","12660","12707"
"06.01.2024 02:30 - 06.01.2024 02:45","12691","12724"
"06.01.2024 02:45 - 06.01.2024 03:00","12717","12724"
"06.01.2024 03:00 - 06.01.2024 03:15","12727","12700"
"06.01.2024 03:15 - 06.01.2024 03:30","12765","12699"
"06.01.2024 03:30 - 06.01.2024 03:45","12864","12688"
"06.01.2024 03:45 - 06.01.2024 04:00","12945","12793"
"06.01.2024 04:00 - 06.01.2024 04:15","13072","12832"
"06.01.2024 04:15 - 06.01.2024 04:30","13153","12841"
"06.01.2024 04:30 - 06.01.2024 04:45","13210","12847"
"06.01.2024 04:45 - 06.01.2024 05:00","13248","12833"
"06.01.2024 05:00 - 06.01.2024 05:15","13247","12784"
"06.01.2024 05:15 - 06.01.2024 05:30","13280","12803"
"06.01.2024 05:30 - 06.01.2024 05:45","13329","12866"
"06.01.2024 05:45 - 06.01.2024 06:00","13394","12887"
"06.01.2024 06:00 - 06.01.2024 06:15","13491","12986"
"06.01.2024 06:15 - 06.01.2024 06:30","13553","12983"
"06.01.2024 06:30 - 06.01.2024 06:45","13594","13072"
"06.01.2024 06:45 - 06.01.2024 07:00","13620","13134"
"06.01.2024 07:00 - 06.01.2024 07:15","13616","13018"
"06.01.2024 07:15 - 06.01.2024 07:30","13635","13094"
"06.01.2024 07:30 - 06.01.2024 07:45","13665","13146"
"06.01.2024 07:45 - 06.01.2024 08:00","13696","13127"
"06.01.2024 08:00 - 06.01.2024 08:15","13733","13135"
"06.01.2024 08:15 - 06.01.2024 08:30","13768","13241"
"06.01.2024 08:30 - 06.01.2024 08:45","13799","13316"
"06.01.2024 08:45 - 06.01.2024 09:00","13835","13312"
"06.01.2024 09:00 - 06.01.2024 09:15","13878","13308"
"06.01.2024 09:15 - 06.01.2024 09:30","13910","13300"
"06.01.2024 09:30 - 06.01.2024 09:45","13934","13330"
"06.01.2024 09:45 - 06.01.2024 10:00","13954","13325"
"06.01.2024 10:00 - 06.01.2024 10:15","13972","13371"
"06.01.2024 10:15 - 06.01.2024 10:30","13983","13318"
"06.01.2024 10:30 - 06.01.2024 10:45","13991","13356"
"06.01.2024 10:45 - 06.01.2024 11:00","13988","13423"
"06.01.2024 11:00 - 06.01.2024 11:15","13968","13397"
"06.01.2024 11:15 - 06.01.2024 11:30","13963","13336"
"06.01.2024 11:30 - 06.01.2024 11:45","13969","13304"
"06.01.2024 11:45 - 06.01.2024 12:00","13973","13261"
"06.01.2024 12:00 - 06.01.2024 12:15","13971","13354"
"06.01.2024 12:15 - 06.01.2024 12:30","13987","13391"
"06.01.2024 12:30 - 06.01.2024 12:45","14014","13384"
"06.01.2024 12:45 - 06.01.2024 13:00","14052","13298"
"06.01.2024 13:00 - 06.01.2024 13:15","14106","13358"
"06.01.2024 13:15 - 06.01.2024 13:30","14157","13449"
"06.01.2024 13:30 - 06.01.2024 13:45","14202","13521"
"06.01.2024 13:45 - 06.01.2024 14:00","14264","13578"
"06.01.2024 14:00 - 06.01.2024 14:15","14352","13683"
"06.01.2024 14:15 - 06.01.2024 14:30","14406","13727"
"06.01.2024 14:30 - 06.01.2024 14:45","14438","13762"
"06.01.2024 14:45 - 06.01.2024 15:00","14456","13747"
"06.01.2024 15:00 - 06.01.2024 15:15","14451","13785"
"06.01.2024 15:15 - 06.01.2024 15:30","14453","13828"
"06.01.2024 15:30 - 06.01.2024 15:45","14424","13792"
"06.01.2024 15:45 - 06.01.2024 16:00","14415","13735"
"06.01.2024 16:00 - 06.01.2024 16:15","14391","13775"
"06.01.2024 16:15 - 06.01.2024 16:30","14382","13842"
"06.01.2024 16:30 - 06.01.2024 16:45","14379","13863"
"06.01.2024 16:45 - 06.01.2024 17:00","14390","13899"
"06.01.2024 17:00 - 06.01.2024 17:15","14430","13913"
"06.01.2024 17:15 - 06.01.2024 17:30","14431","13873"
"06.01.2024 17:30 - 06.01.2024 17:45","14407","13878"
"06.01.2024 17:45 - 06.01.2024 18:00","14371","13850"
"06.01.2024 18:00 - 06.01.2024 18:15","14313","13792"
"06.01.2024 18:15 - 06.01.2024 18:30","14254","13806"
"06.01.2024 18:30 - 06.01.2024 18:45","14200","13722"
"06.01.2024 18:45 - 06.01.2024 19:00","14107","13576"
"06.01.2024 19:00 - 06.01.2024 19:15","13947","13577"
"06.01.2024 19:15 - 06.01.2024 19:30","13875","13466"
"06.01.2024 19:30 - 06.01.2024 19:45","13850","13356"
"06.01.2024 19:45 - 06.01.2024 20:00","13883","13336"
"06.01.2024 20:00 - 06.01.2024 20:15","14019","13497"
"06.01.2024 20:15 - 06.01.2024 20:30","14062","13615"
"06.01.2024 20:30 - 06.01.2024 20:45","14050","13613"
"06.01.2024 20:45 - 06.01.2024 21:00","14029","13634"
"06.01.2024 21:00 - 06.01.2024 21:15","13983","13620"
"06.01.2024 21:15 - 06.01.2024 21:30","13926","13591"
"06.01.2024 21:30 - 06.01.2024 21:45","13867","13467"
"06.01.2024 21:45 - 06.01.2024 22:00","13759","13388"
"06.01.2024 22:00 - 06.01.2024 22:15","13574","13396"
"06.01.2024 22:15 - 06.01.2024 22:30","13477","13412"
"06.01.2024 22:30 - 06.01.2024 22:45","13436","13447"
"06.01.2024 22:45 - 06.01.2024 23:00","13410","13413"
"06.01.2024 23:00 - 06.01.2024 23:15","12891","13451"
"06.01.2024 23:15 - 06.01.2024 23:30","12880","13430"
"06.01.2024 23:30 - 06.01.2024 23:45","12863","13421"
"06.01.2024 23:45 - 07.01.2024 00:00","12826","13467"
"07.01.2024 00:00 - 07.01.2024 00:15","12757","13388"
"07.01.2024 00:15 - 07.01.2024 00:30","12713","13325"
"07.01.2024 00:30 - 07.01.2024 00:45","12683","13349"
"07.01.2024 00:45 - 07.01.2024 01:00","12653","13300"
"07.01.2024 01:00 - 07.01.2024 01:15","12623","13237"
"07.01.2024 01:15 - 07.01.2024 01:30","12602","13228"
"07.01.2024 01:30 - 07.01.2024 01:45","12586","13287"
"07.01.2024 01:45 - 07.01.2024 02:00","12578","13272"
"07.01.2024 02:00 - 07.01.2024 02:15","12578","13220"
"07.01.2024 02:15 - 07.01.2024 02:30","12578","13292"
"07.01.2024 02:30 - 07.01.2024 02:45","12580","13302"
"07.01.2024 02:45 - 07.01.2024 03:00","12583","13263"
"07.01.2024 03:00 - 07.01.2024 03:15","12588","13285"
"07.01.2024 03:15 - 07.01.2024 03:30","12599","13299"
"07.01.2024 03:30 - 07.01.2024 03:45","12582","13323"
"07.01.2024 03:45 - 07.01.2024 04:00","12611","13261"
"07.01.2024 04:00 - 07.01.2024 04:15","12661","13318"
"07.01.2024 04:15 - 07.01.2024 04:30","12691","13291"
"07.01.2024 04:30 - 07.01.2024 04:45","12711","13311"
"07.01.2024 04:45 - 07.01.2024 05:00","12720","13343"
"07.01.2024 05:00 - 07.01.2024 05:15","12703","13241"
"07.01.2024 05:15 - 07.01.2024 05:30","12715","13320"
"07.01.2024 05:30 - 07.01.2024 05:45","12743","13360"
"07.01.2024 05:45 - 07.01.2024 06:00","12787","13361"
"07.01.2024 06:00 - 07.01.2024 06:15","12864","13354"
"07.01.2024 06:15 - 07.01.2024 06:30","12911","13398"
"07.01.2024 06:30 - 07.01.2024 06:45","12940","13391"
"07.01.2024 06:45 - 07.01.2024 07:00","12961","13464"
"07.01.2024 07:00 - 07.01.2024 07:15","12965","13477"
"07.01.2024 07:15 - 07.01.2024 07:30","12979","13525"
"07.01.2024 07:30 - 07.01.2024 07:45","12998","13498"
"07.01.2024 07:45 - 07.01.2024 08:00","13013","13545"
"07.01.2024 08:00 - 07.01.2024 08:15","13024","13568"
"07.01.2024 08:15 - 07.01.2024 08:30","13040","13598"
"07.01.2024 08:30 - 07.01.2024 08:45","13057","13634"
"07.01.2024 08:45 - 07.01.2024 09:00","13082","13730"
"07.01.2024 09:00 - 07.01.2024 09:15","13121","13659"
"07.01.2024 09:15 - 07.01.2024 09:30","13141","13689"
"07.01.2024 09:30 - 07.01.2024 09:45","13147","13706"
"07.01.2024 09:45 - 07.01.2024 10:00","13145","13674"
"07.01.2024 10:00 - 07.01.2024 10:15","13129","13730"
"07.01.2024 10:15 - 07.01.2024 10:30","13117","13761"
"07.01.2024 10:30 - 07.01.2024 10:45","13108","13664"
"07.01.2024 10:45 - 07.01.2024 11:00","13093","13640"
"07.01.2024 11:00 - 07.01.2024 11:15","13073","13575"
"07.01.2024 11:15 - 07.01.2024 11:30","13057","13578"
"07.01.2024 11:30 - 07.01.2024 11:45","13045","13594"
"07.01.2024 11:45 - 07.01.2024 12:00","13025","13537"
"07.01.2024 12:00 - 07.01.2024 12:15","12990","13491"
"07.01.2024 12:15 - 07.01.2024 12:30","12980","13539"
"07.01.2024 12:30 - 07.01.2024 12:45","12987","13624"
"07.01.2024 12:45 - 07.01.2024 13:00","13005","13645"
"07.01.2024 13:00 - 07.01.2024 13:15","13042","13614"
"07.01.2024 13:15 - 07.01.2024 13:30","13075","13642"
"07.01.2024 13:30 - 07.01.2024 13:45","13107","13694"
"07.01.2024 13:45 - 07.01.2024 14:00","13156","13710"
"07.01.2024 14:00 - 07.01.2024 14:15","13229","13767"
"07.01.2024 14:15 - 07.01.2024 14:30","13274","13848"
"07.01.2024 14:30 - 07.01.2024 14:45","13302","13837"
"07.01.2024 14:45 - 07.01.2024 15:00","13323","13844"
"07.01.2024 15:00 - 07.01.2024 15:15","13332","13841"
"07.01.2024 15:15 - 07.01.2024 15:30","13340","13803"
"07.01.2024 15:30 - 07.01.2024 15:45","13267","13825"
"07.01.2024 15:45 - 07.01.2024 16:00","13262","13823"
"07.01.2024 16:00 - 07.01.2024 16:15","13246","13830"
"07.01.2024 16:15 - 07.01.2024 16:30","13235","13764"
"07.01.2024 16:30 - 07.01.2024 16:45","13223","13805"
"07.01.2024 16:45 - 07.01.2024 17:00","13218","13791"
"07.01.2024 17:00 - 07.01.2024 17:15","13227","13889"
"07.01.2024 17:15 - 07.01.2024 17:30","13209","13943"
"07.01.2024 17:30 - 07.01.2024 17:45","13174","13895"
"07.01.2024 17:45 - 07.01.2024 18:00","13125","13802"
"07.01.2024 18:00 - 07.01.2024 18:15","13055","13844"
"07.01.2024 18:15 - 07.01.2024 18:30","12991","13720"
"07.01.2024 18:30 - 07.01.2024 18:45","12935","13637"
"07.01.2024 18:45 - 07.01.2024 19:00","12847","13581"
"07.01.2024 19:00 - 07.01.2024 19:15","12703","13455"
"07.01.2024 19:15 - 07.01.2024 19:30","12640","13431"
"07.01.2024 19:30 - 07.01.2024 19:45","12621","13325"
"07.01.2024 19:45 - 07.01.2024 20:00","12660","13159"
"07.01.2024 20:00 - 07.01.2024 20:15","12804","13394"
"07.01.2024 20:15 - 07.01.2024 20:30","12854","13511"
"07.01.2024 20:30 - 07.01.2024 20:45","12851","13480"
"07.01.2024 20:45 - 07.01.2024 21:00","12827","13525"
"07.01.2024 21:00 - 07.01.2024 21:15","12754","13436"
"07.01.2024 21:15 - 07.01.2024 21:30","12709","13329"
"07.01.2024 21:30 - 07.01.2024 21:45","12681","13180"
"07.01.2024 21:45 - 07.01.2024 22:00","12640","13125"
"07.01.2024 22:00 - 07.01.2024 22:15","12584","13157"
"07.01.2024 22:15 - 07.01.2024 22:30","12552","13111"
"07.01.2024 22:30 - 07.01.2024 22:45","12536","13001"
"07.01.2024 22:45 - 07.01.2024 23:00","12527","12903"
"07.01.2024 23:00 - 07.01.2024 23:15","12706","12851"
"07.01.2024 23:15 - 07.01.2024 23:30","12692","12750"
"07.01.2024 23:30 - 07.01.2024 23:45","12669","12674"
"07.01.2024 23:45 - 08.01.2024 00:00","12618","12586"
"08.01.2024 00:00 - 08.01.2024 00:15","12524","12478"
"08.01.2024 00:15 - 08.01.2024 00:30","12465","12427"
"08.01.2024 00:30 - 08.01.2024 00:45","12426","12406"
"08.01.2024 00:45 - 08.01.2024 01:00","12385","12360"
"08.01.2024 01:00 - 08.01.2024 01:15","12346","12300"
"08.01.2024 01:15 - 08.01.2024 01:30","12319","12214"
"08.01.2024 01:30 - 08.01.2024 01:45","12301","12203"
"08.01.2024 01:45 - 08.01.2024 02:00","12290","12214"
"08.01.2024 02:00 - 08.01.2024 02:15","12283","12212"
"08.01.2024 02:15 - 08.01.2024 02:30","12289","12176"
"08.01.2024 02:30 - 08.01.2024 02:45","12309","12214"
"08.01.2024 02:45 - 08.01.2024 03:00","12328","12219"
"08.01.2024 03:00 - 08.01.2024 03:15","12338","12298"
"08.01.2024 03:15 - 08.01.2024 03:30","12390","12338"
"08.01.2024 03:30 - 08.01.2024 03:45","12389","12401"
"08.01.2024 03:45 - 08.01.2024 04:00","12509","12525"
"08.01.2024 04:00 - 08.01.2024 04:15","12700","12783"
"08.01.2024 04:15 - 08.01.2024 04:30","12832","12938"
"08.01.2024 04:30 - 08.01.2024 04:45","12928","13047"
"08.01.2024 04:45 - 08.01.2024 05:00","13024","13130"
"08.01.2024 05:00 - 08.01.2024 05:15","13113","13114"
"08.01.2024 05:15 - 08.01.2024 05:30","13186","13216"
"08.01.2024 05:30 - 08.01.2024 05:45","13244","13264"
"08.01.2024 05:45 - 08.01.2024 06:00","13293","13236"
"08.01.2024 06:00 - 08.01.2024 06:15","13337","13229"
"08.01.2024 06:15 - 08.01.2024 06:30","13356","13290"
"08.01.2024 06:30 - 08.01.2024 06:45","13358","13294"
"08.01.2024 06:45 - 08.01.2024 07:00","13330","13270"
"08.01.2024 07:00 - 08.01.2024 07:15","13256","13129"
"08.01.2024 07:15 - 08.01.2024 07:30","13211","13070"
"08.01.2024 07:30 - 08.01.2024 07:45","13182","12987"
"08.01.2024 07:45 - 08.01.2024 08:00","13148","12923"
"08.01.2024 08:00 - 08.01.2024 08:15","13114","12896"
"08.01.2024 08:15 - 08.01.2024 08:30","13084","12849"
"08.01.2024 08:30 - 08.01.2024 08:45","13055","12882"
"08.01.2024 08:45 - 08.01.2024 09:00","13031","12843"
"08.01.2024 09:00 - 08.01.2024 09:15","13018","12883"
"08.01.2024 09:15 - 08.01.2024 09:30","12994","12891"
"08.01.2024 09:30 - 08.01.2024 09:45","12962","12899"
"08.01.2024 09:45 - 08.01.2024 10:00","12927","12850"
"08.01.2024 10:00 - 08.01.2024 10:15","12885","12799"
"08.01.2024 10:15 - 08.01.2024 10:30","12844","12758"
"08.01.2024 10:30 - 08.01.2024 10:45","12806","12746"
"08.01.2024 10:45 - 08.01.2024 11:00","12762","12713"
"08.01.2024 11:00 - 08.01.2024 11:15","12711","12647"
"08.01.2024 11:15 - 08.01.2024 11:30","12669","12611"
"08.01.2024 11:30 - 08.01.2024 11:45","12634","12557"
"08.01.2024 11:45 - 08.01.2024 12:00","12598","12599"
"08.01.2024 12:00 - 08.01.2024 12:15","12559","12568"
"08.01.2024 12:15 - 08.01.2024 12:30","12533","12597"
"08.01.2024 12:30 - 08.01.2024 12:45","12516","12570"
"08.01.2024 12:45 - 08.01.2024 13:00","12508","12600"
"08.01.2024 13:00 - 08.01.2024 13:15","12510","12583"
"08.01.2024 13:15 - 08.01.2024 13:30","12514","12567"
"08.01.2024 13:30 - 08.01.2024 13:45","12517","12484"
"08.01.2024 13:45 - 08.01.2024 14:00","12533","12483"
"08.01.2024 14:00 - 08.01.2024 14:15","12566","12472"
"08.01.2024 14:15 - 08.01.2024 14:30","12581","12527"
"08.01.2024 14:30 - 08.01.2024 14:45","12585","12585"
"08.01.2024 14:45 - 08.01.2024 15:00","12588","12560"
"08.01.2024 15:00 - 08.01.2024 15:15","12589","12563"
"08.01.2024 15:15 - 08.01.2024 15:30","12581","12529"
"08.01.2024 15:30 - 08.01.2024 15:45","12555","12512"
"08.01.2024 15:45 - 08.01.2024 16:00","12529","12458"
"08.01.2024 16:00 - 08.01.2024 16:15","12481","12470"
"08.01.2024 16:15 - 08.01.2024 16:30","12454","12534"
"08.01.2024 16:30 - 08.01.2024 16:45","12435","12602"
"08.01.2024 16:45 - 08.01.2024 17:00","12427","12611"
"08.01.2024 17:00 - 08.01.2024 17:15","12444","12647"
"08.01.2024 17:15 - 08.01.2024 17:30","12432","12742"
"08.01.2024 17:30 - 08.01.2024 17:45","12400","12690"
"08.01.2024 17:45 - 08.01.2024 18:00","12362","12610"
"08.01.2024 18:00 - 08.01.2024 18:15","12314","12573"
"08.01.2024 18:15 - 08.01.2024 18:30","12259","12514"
"08.01.2024 18:30 - 08.01.2024 18:45","12203","12433"
"08.01.2024 18:45 - 08.01.2024 19:00","12116","12388"
"08.01.2024 19:00 - 08.01.2024 19:15","11973","12267"
"08.01.2024 19:15 - 08.01.2024 19:30","11900","12140"
"08.01.2024 19:30 - 08.01.2024 19:45","11865","12024"
"08.01.2024 19:45 - 08.01.2024 20:00","11873","11867"
"08.01.2024 20:00 - 08.01.2024 20:15","11960","12024"
"08.01.2024 20:15 - 08.01.2024 20:30","11977","12165"
"08.01.2024 20:30 - 08.01.2024 20:45","11950","12171"
"08.01.2024 20:45 - 08.01.2024 21:00","11921","12181"
"08.01.2024 21:00 - 08.01.2024 21:15","11884","12208"
"08.01.2024 21:15 - 08.01.2024 21:30","11823","12084"
"08.01.2024 21:30 - 08.01.2024 21:45","11752","11911"
"08.01.2024 21:45 - 08.01.2024 22:00","11628","11843"
"08.01.2024 22:00 - 08.01.2024 22:15","11413","11804"
"08.01.2024 22:15 - 08.01.2024 22:30","11299","11784"
"08.01.2024 22:30 - 08.01.2024 22:45","11252","11641"
"08.01.2024 22:45 - 08.01.2024 23:00","11222","11530"
"08.01.2024 23:00 - 08.01.2024 23:15","11505","11545"
"08.01.2024 23:15 - 08.01.2024 23:30","11495","11473"
"08.01.2024 23:30 - 08.01.2024 23:45","11480","11427"
"08.01.2024 23:45 - 09.01.2024 00:00","11443","11353"
"09.01.2024 00:00 - 09.01.2024 00:15","11372","11329"
"09.01.2024 00:15 - 09.01.2024 00:30","11331","11315"
"09.01.2024 00:30 - 09.01.2024 00:45","11309","11304"
"09.01.2024 00:45 - 09.01.2024 01:00","11293","11239"
"09.01.2024 01:00 - 09.01.2024 01:15","11288","11155"
"09.01.2024 01:15 - 09.01.2024 01:30","11281","11163"
"09.01.2024 01:30 - 09.01.2024 01:45","11276","11124"
"09.01.2024 01:45 - 09.01.2024 02:00","11270","11076"
"09.01.2024 02:00 - 09.01.2024 02:15","11254","11066"
"09.01.2024 02:15 - 09.01.2024 02:30","11261","11092"
"09.01.2024 02:30 - 09.01.2024 02:45","11285","11081"
"09.01.2024 02:45 - 09.01.2024 03:00","11314","11128"
"09.01.2024 03:00 - 09.01.2024 03:15","11345","11157"
"09.01.2024 03:15 - 09.01.2024 03:30","11400","11277"
"09.01.2024 03:30 - 09.01.2024 03:45","11452","11292"
"09.01.2024 03:45 - 09.01.2024 04:00","11557","11359"
"09.01.2024 04:00 - 09.01.2024 04:15","11722","11600"
"09.01.2024 04:15 - 09.01.2024 04:30","11828","11755"
"09.01.2024 04:30 - 09.01.2024 04:45","11900","11935"
"09.01.2024 04:45 - 09.01.2024 05:00","11957","12031"
"09.01.2024 05:00 - 09.01.2024 05:15","11983","11962"
"09.01.2024 05:15 - 09.01.2024 05:30","12022","12146"
"09.01.2024 05:30 - 09.01.2024 05:45","12063","12138"
"09.01.2024 05:45 - 09.01.2024 06:00","12106","12230"
"09.01.2024 06:00 - 09.01.2024 06:15","12164","12157"
"09.01.2024 06:15 - 09.01.2024 06:30","12188","12139"
"09.01.2024 06:30 - 09.01.2024 06:45","12192","12198"
"09.01.2024 06:45 - 09.01.2024 07:00","12170","12222"
"09.01.2024 07:00 - 09.01.2024 07:15","12106","12122"
"09.01.2024 07:15 - 09.01.2024 07:30","12071","12132"
"09.01.2024 07:30 - 09.01.2024 07:45","12052","12180"
"09.01.2024 07:45 - 09.01.2024 08:00","12031","12041"
"09.01.2024 08:00 - 09.01.2024 08:15","12012","12040"
"09.01.2024 08:15 - 09.01.2024 08:30","11996","12070"
"09.01.2024 08:30 - 09.01.2024 08:45","11983","12062"
"09.01.2024 08:45 - 09.01.2024 09:00","11976","12087"
"09.01.2024 09:00 - 09.01.2024 09:15","11982","11996"
"09.01.2024 09:15 - 09.01.2024 09:30","11976","12020"
"09.01.2024 09:30 - 09.01.2024 09:45","11962","12066"
"09.01.2024 09:45 - 09.01.2024 10:00","11944","12054"
"09.01.2024 10:00 - 09.01.2024 10:15","11918","11990"
"09.01.2024 10:15 - 09.01.2024 10:30","11897","11929"
"09.01.2024 10:30 - 09.01.2024 10:45","11880","11916"
"09.01.2024 10:45 - 09.01.2024 11:00","11859","11951"
"09.01.2024 11:00 - 09.01.2024 11:15","11834","11930"
"09.01.2024 11:15 - 09.01.2024 11:30","11817","11955"
"09.01.2024 11:30 - 09.01.2024 11:45","11804","11821"
"09.01.2024 11:45 - 09.01.2024 12:00","11796","11799"
"09.01.2024 12:00 - 09.01.2024 12:15","11796","11784"
"09.01.2024 12:15 - 09.01.2024 12:30","11791","11776"
"09.01.2024 12:30 - 09.01.2024 12:45","11785","11799"
"09.01.2024 12:45 - 09.01.2024 13:00","11776","11707"
"09.01.2024 13:00 - 09.01.2024 13:15","11757","11783"
"09.01.2024 13:15 - 09.01.2024 13:30","11754","11728"
"09.01.2024 13:30 - 09.01.2024 13:45","11760","11814"
"09.01.2024 13:45 - 09.01.2024 14:00","11778","11764"
"09.01.2024 14:00 - 09.01.2024 14:15","11817","11759"
"09.01.2024 14:15 - 09.01.2024 14:30","11839","11917"
"09.01.2024 14:30 - 09.01.2024 14:45","11850","11996"
"09.01.2024 14:45 - 09.01.2024 15:00","11861","12050"
"09.01.2024 15:00 - 09.01.2024 15:15","11868","12014"
"09.01.2024 15:15 - 09.01.2024 15:30","11873","12056"
"09.01.2024 15:30 - 09.01.2024 15:45","11893","12113"
"09.01.2024 15:45 - 09.01.2024 16:00","11888","12039"
