"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|BE","Actual Total Load [MW] - BZN|BE"
"05.01.2024 11:30 - 05.01.2024 11:45","10901","10869"
"05.01.2024 11:45 - 05.01.2024 12:00","10872","10878"
"05.01.2024 12:00 - 05.01.2024 12:15","10827","10757"
"05.01.2024 12:15 - 05.01.2024 12:30","10758","10620"
"05.01.2024 12:30 - 05.01.2024 12:45","10760","10577"
"05.01.2024 12:45 - 05.01.2024 13:00","10706","10548"
"05.01.2024 13:00 - 05.01.2024 13:15","10625","10603"
"05.01.2024 13:15 - 05.01.2024 13:30","10609","10627"
"05.01.2024 13:30 - 05.01.2024 13:45","10575","10688"
"05.01.2024 13:45 - 05.01.2024 14:00","10557","10635"
"05.01.2024 14:00 - 05.01.2024 14:15","10529","10604"
"05.01.2024 14:15 - 05.01.2024 14:30","10511","10574"
"05.01.2024 14:30 - 05.01.2024 14:45","10509","10536"
"05.01.2024 14:45 - 05.01.2024 15:00","10509","10485"
"05.01.2024 15:00 - 05.01.2024 15:15","10536","10475"
"05.01.2024 15:15 - 05.01.2024 15:30","10561","10638"
"05.01.2024 15:30 - 05.01.2024 15:45","10638","10713"
"05.01.2024 15:45 - 05.01.2024 16:00","10805","10786"
"05.01.2024 16:00 - 05.01.2024 16:15","11017","10859"
"05.01.2024 16:15 - 05.01.2024 16:30","11078","11041"
"05.01.2024 16:30 - 05.01.2024 16:45","11146","11144"
"05.01.2024 16:45 - 05.01.2024 17:00","11197","11155"
"05.01.2024 17:00 - 05.01.2024 17:15","11191","11166"
"05.01.2024 17:15 - 05.01.2024 17:30","11176","11002"
"05.01.2024 17:30 - 05.01.2024 17:45","11129","10950"
"05.01.2024 17:45 - 05.01.2024 18:00","11065","10841"
"05.01.2024 18:00 - 05.01.2024 18:15","10937","10551"
"05.01.2024 18:15 - 05.01.2024 18:30","10797","10452"
"05.01.2024 18:30 - 05.01.2024 18:45","10671","10423"
"05.01.2024 18:45 - 05.01.2024 19:00","10544","10223"
"05.01.2024 19:00 - 05.01.2024 19:15","10344","9997"
"05.01.2024 19:15 - 05.01.2024 19:30","10202","10038"
"05.01.2024 19:30 - 05.01.2024 19:45","10076","9969"
"05.01.2024 19:45 - 05.01.2024 20:00","9938","9814"
"05.01.2024 20:00 - 05.01.2024 20:15","9912","9703"
"05.01.2024 20:15 - 05.01.2024 20:30","9792","9593"
"05.01.2024 20:30 - 05.01.2024 20:45","9636","9407"
"05.01.2024 20:45 - 05.01.2024 21:00","9532","9451"
"05.01.2024 21:00 - 05.01.2024 21:15","9640","9508"
"05.01.2024 21:15 - 05.01.2024 21:30","9654","9489"
"05.01.2024 21:30 - 05.01.2024 21:45","9650","9574"
"05.01.2024 21:45 - 05.01.2024 22:00","9560","9532"
"05.01.2024 22:00 - 05.01.2024 22:15","9741","9480"
"05.01.2024 22:15 - 05.01.2024 22:30","9612","9397"
"05.01.2024 22:30 - 05.01.2024 22:45","9471","9297"
"05.01.2024 22:45 - 05.01.2024 23:00","9316","9176"
"05.01.2024 23:00 - 05.01.2024 23:15","9129","9075"
"05.01.2024 23:15 - 05.01.2024 23:30","8982","8877"
"05.01.2024 23:30 - 05.01.2024 23:45","8866","8780"
"05.01.2024 23:45 - 06.01.2024 00:00","8724","8640"
"06.01.2024 00:00 - 06.01.2024 00:15","8209","8486"
"06.01.2024 00:15 - 06.01.2024 00:30","8045","8270"
"06.01.2024 00:30 - 06.01.2024 00:45","7983","8242"
"06.01.2024 00:45 - 06.01.2024 01:00","7876","8179"
"06.01.2024 01:00 - 06.01.2024 01:15","7788","8154"
"06.01.2024 01:15 - 06.01.2024 01:30","7767","7867"
"06.01.2024 01:30 - 06.01.2024 01:45","7696","7958"
"06.01.2024 01:45 - 06.01.2024 02:00","7651","7937"
"06.01.2024 02:00 - 06.01.2024 02:15","7590","7922"
"06.01.2024 02:15 - 06.01.2024 02:30","7528","7823"
"06.01.2024 02:30 - 06.01.2024 02:45","7505","7823"
"06.01.2024 02:45 - 06.01.2024 03:00","7461","7783"
"06.01.2024 03:00 - 06.01.2024 03:15","7500","7778"
"06.01.2024 03:15 - 06.01.2024 03:30","7517","7839"
"06.01.2024 03:30 - 06.01.2024 03:45","7493","7665"
"06.01.2024 03:45 - 06.01.2024 04:00","7520","7711"
"06.01.2024 04:00 - 06.01.2024 04:15","7523","7645"
"06.01.2024 04:15 - 06.01.2024 04:30","7574","7731"
"06.01.2024 04:30 - 06.01.2024 04:45","7587","7833"
"06.01.2024 04:45 - 06.01.2024 05:00","7584","7910"
"06.01.2024 05:00 - 06.01.2024 05:15","7791","8006"
"06.01.2024 05:15 - 06.01.2024 05:30","7818","8222"
"06.01.2024 05:30 - 06.01.2024 05:45","7925","8278"
"06.01.2024 05:45 - 06.01.2024 06:00","7986","8239"
"06.01.2024 06:00 - 06.01.2024 06:15","7900","8365"
"06.01.2024 06:15 - 06.01.2024 06:30","8028","8528"
"06.01.2024 06:30 - 06.01.2024 06:45","8126","8649"
"06.01.2024 06:45 - 06.01.2024 07:00","8210","8602"
"06.01.2024 07:00 - 06.01.2024 07:15","8321","8912"
"06.01.2024 07:15 - 06.01.2024 07:30","8440","8975"
"06.01.2024 07:30 - 06.01.2024 07:45","8576","9023"
"06.01.2024 07:45 - 06.01.2024 08:00","8652","9068"
"06.01.2024 08:00 - 06.01.2024 08:15","8844","9403"
"06.01.2024 08:15 - 06.01.2024 08:30","8987","9468"
"06.01.2024 08:30 - 06.01.2024 08:45","9079","9630"
"06.01.2024 08:45 - 06.01.2024 09:00","9190","9711"
"06.01.2024 09:00 - 06.01.2024 09:15","9317","9704"
"06.01.2024 09:15 - 06.01.2024 09:30","9414","9747"
"06.01.2024 09:30 - 06.01.2024 09:45","9441","9849"
"06.01.2024 09:45 - 06.01.2024 10:00","9448","9900"
"06.01.2024 10:00 - 06.01.2024 10:15","9597","10002"
"06.01.2024 10:15 - 06.01.2024 10:30","9652","10097"
"06.01.2024 10:30 - 06.01.2024 10:45","9715","10174"
"06.01.2024 10:45 - 06.01.2024 11:00","9716","10157"
"06.01.2024 11:00 - 06.01.2024 11:15","9722","10186"
"06.01.2024 11:15 - 06.01.2024 11:30","9652","10146"
"06.01.2024 11:30 - 06.01.2024 11:45","9625","10171"
"06.01.2024 11:45 - 06.01.2024 12:00","9620","10214"
"06.01.2024 12:00 - 06.01.2024 12:15","9590","10083"
"06.01.2024 12:15 - 06.01.2024 12:30","9588","10078"
"06.01.2024 12:30 - 06.01.2024 12:45","9536","10107"
"06.01.2024 12:45 - 06.01.2024 13:00","9500","10157"
"06.01.2024 13:00 - 06.01.2024 13:15","9469","10209"
"06.01.2024 13:15 - 06.01.2024 13:30","9423","10220"
"06.01.2024 13:30 - 06.01.2024 13:45","9389","10245"
"06.01.2024 13:45 - 06.01.2024 14:00","9314","10208"
"06.01.2024 14:00 - 06.01.2024 14:15","9430","10195"
"06.01.2024 14:15 - 06.01.2024 14:30","9406","10154"
"06.01.2024 14:30 - 06.01.2024 14:45","9395","10040"
"06.01.2024 14:45 - 06.01.2024 15:00","9427","9975"
"06.01.2024 15:00 - 06.01.2024 15:15","9522","10046"
"06.01.2024 15:15 - 06.01.2024 15:30","9535","10038"
"06.01.2024 15:30 - 06.01.2024 15:45","9607","10153"
"06.01.2024 15:45 - 06.01.2024 16:00","9807","10197"
"06.01.2024 16:00 - 06.01.2024 16:15","9972","10347"
"06.01.2024 16:15 - 06.01.2024 16:30","10055","10420"
"06.01.2024 16:30 - 06.01.2024 16:45","10105","10479"
"06.01.2024 16:45 - 06.01.2024 17:00","10157","10669"
"06.01.2024 17:00 - 06.01.2024 17:15","10236","10700"
"06.01.2024 17:15 - 06.01.2024 17:30","10209","10580"
"06.01.2024 17:30 - 06.01.2024 17:45","10161","10579"
"06.01.2024 17:45 - 06.01.2024 18:00","10033","10552"
"06.01.2024 18:00 - 06.01.2024 18:15","9987","10532"
"06.01.2024 18:15 - 06.01.2024 18:30","9898","10420"
"06.01.2024 18:30 - 06.01.2024 18:45","9850","10323"
"06.01.2024 18:45 - 06.01.2024 19:00","9774","10253"
"06.01.2024 19:00 - 06.01.2024 19:15","9617","9990"
"06.01.2024 19:15 - 06.01.2024 19:30","9487","10038"
"06.01.2024 19:30 - 06.01.2024 19:45","9388","9905"
"06.01.2024 19:45 - 06.01.2024 20:00","9359","9675"
"06.01.2024 20:00 - 06.01.2024 20:15","9252","9367"
"06.01.2024 20:15 - 06.01.2024 20:30","9145","9373"
"06.01.2024 20:30 - 06.01.2024 20:45","9091","9242"
"06.01.2024 20:45 - 06.01.2024 21:00","8927","9191"
"06.01.2024 21:00 - 06.01.2024 21:15","9024","9148"
"06.01.2024 21:15 - 06.01.2024 21:30","9075","9163"
"06.01.2024 21:30 - 06.01.2024 21:45","9050","9279"
"06.01.2024 21:45 - 06.01.2024 22:00","8978","9199"
"06.01.2024 22:00 - 06.01.2024 22:15","9065","9307"
"06.01.2024 22:15 - 06.01.2024 22:30","8987","9201"
"06.01.2024 22:30 - 06.01.2024 22:45","8872","9200"
"06.01.2024 22:45 - 06.01.2024 23:00","8727","8965"
"06.01.2024 23:00 - 06.01.2024 23:15","8769","8929"
"06.01.2024 23:15 - 06.01.2024 23:30","8589","8730"
"06.01.2024 23:30 - 06.01.2024 23:45","8481","8631"
"06.01.2024 23:45 - 07.01.2024 00:00","8332","8614"
"07.01.2024 00:00 - 07.01.2024 00:15","8526","8513"
"07.01.2024 00:15 - 07.01.2024 00:30","8389","8347"
"07.01.2024 00:30 - 07.01.2024 00:45","8318","8201"
"07.01.2024 00:45 - 07.01.2024 01:00","8198","8197"
"07.01.2024 01:00 - 07.01.2024 01:15","8113","8302"
"07.01.2024 01:15 - 07.01.2024 01:30","8057","8191"
"07.01.2024 01:30 - 07.01.2024 01:45","8030","8297"
"07.01.2024 01:45 - 07.01.2024 02:00","7966","8133"
"07.01.2024 02:00 - 07.01.2024 02:15","7893","8151"
"07.01.2024 02:15 - 07.01.2024 02:30","7832","8134"
"07.01.2024 02:30 - 07.01.2024 02:45","7764","8066"
"07.01.2024 02:45 - 07.01.2024 03:00","7748","7880"
"07.01.2024 03:00 - 07.01.2024 03:15","7667","7880"
"07.01.2024 03:15 - 07.01.2024 03:30","7686","7790"
"07.01.2024 03:30 - 07.01.2024 03:45","7717","7758"
"07.01.2024 03:45 - 07.01.2024 04:00","7678","7743"
"07.01.2024 04:00 - 07.01.2024 04:15","7687","7906"
"07.01.2024 04:15 - 07.01.2024 04:30","7699","7970"
"07.01.2024 04:30 - 07.01.2024 04:45","7730","7920"
"07.01.2024 04:45 - 07.01.2024 05:00","7744","8034"
"07.01.2024 05:00 - 07.01.2024 05:15","7862","8062"
"07.01.2024 05:15 - 07.01.2024 05:30","7924","8123"
"07.01.2024 05:30 - 07.01.2024 05:45","8005","8302"
"07.01.2024 05:45 - 07.01.2024 06:00","8024","8185"
"07.01.2024 06:00 - 07.01.2024 06:15","8038","8275"
"07.01.2024 06:15 - 07.01.2024 06:30","8111","8285"
"07.01.2024 06:30 - 07.01.2024 06:45","8255","8377"
"07.01.2024 06:45 - 07.01.2024 07:00","8341","8393"
"07.01.2024 07:00 - 07.01.2024 07:15","8448","8676"
"07.01.2024 07:15 - 07.01.2024 07:30","8591","8867"
"07.01.2024 07:30 - 07.01.2024 07:45","8646","8939"
"07.01.2024 07:45 - 07.01.2024 08:00","8762","8892"
"07.01.2024 08:00 - 07.01.2024 08:15","8868","9154"
"07.01.2024 08:15 - 07.01.2024 08:30","9000","9296"
"07.01.2024 08:30 - 07.01.2024 08:45","9136","9376"
"07.01.2024 08:45 - 07.01.2024 09:00","9284","9431"
"07.01.2024 09:00 - 07.01.2024 09:15","9361","9613"
"07.01.2024 09:15 - 07.01.2024 09:30","9423","9852"
"07.01.2024 09:30 - 07.01.2024 09:45","9499","9960"
"07.01.2024 09:45 - 07.01.2024 10:00","9533","9974"
"07.01.2024 10:00 - 07.01.2024 10:15","9633","10238"
"07.01.2024 10:15 - 07.01.2024 10:30","9749","10319"
"07.01.2024 10:30 - 07.01.2024 10:45","9805","10393"
"07.01.2024 10:45 - 07.01.2024 11:00","9859","10371"
"07.01.2024 11:00 - 07.01.2024 11:15","9988","10557"
"07.01.2024 11:15 - 07.01.2024 11:30","9977","10592"
"07.01.2024 11:30 - 07.01.2024 11:45","9969","10605"
"07.01.2024 11:45 - 07.01.2024 12:00","9934","10541"
"07.01.2024 12:00 - 07.01.2024 12:15","9961","10373"
"07.01.2024 12:15 - 07.01.2024 12:30","9893","10276"
"07.01.2024 12:30 - 07.01.2024 12:45","9834","10369"
"07.01.2024 12:45 - 07.01.2024 13:00","9766","10241"
"07.01.2024 13:00 - 07.01.2024 13:15","9746","10292"
"07.01.2024 13:15 - 07.01.2024 13:30","9677","10244"
"07.01.2024 13:30 - 07.01.2024 13:45","9658","10172"
"07.01.2024 13:45 - 07.01.2024 14:00","9589","10133"
"07.01.2024 14:00 - 07.01.2024 14:15","9628","10131"
"07.01.2024 14:15 - 07.01.2024 14:30","9622","10138"
"07.01.2024 14:30 - 07.01.2024 14:45","9610","10046"
"07.01.2024 14:45 - 07.01.2024 15:00","9590","9896"
"07.01.2024 15:00 - 07.01.2024 15:15","9564","10124"
"07.01.2024 15:15 - 07.01.2024 15:30","9625","10120"
"07.01.2024 15:30 - 07.01.2024 15:45","9768","10278"
"07.01.2024 15:45 - 07.01.2024 16:00","9945","10337"
"07.01.2024 16:00 - 07.01.2024 16:15","10312","10415"
"07.01.2024 16:15 - 07.01.2024 16:30","10381","10611"
"07.01.2024 16:30 - 07.01.2024 16:45","10410","10805"
"07.01.2024 16:45 - 07.01.2024 17:00","10456","10795"
"07.01.2024 17:00 - 07.01.2024 17:15","10682","10680"
"07.01.2024 17:15 - 07.01.2024 17:30","10663","10669"
"07.01.2024 17:30 - 07.01.2024 17:45","10624","10605"
"07.01.2024 17:45 - 07.01.2024 18:00","10569","10718"
"07.01.2024 18:00 - 07.01.2024 18:15","10652","10647"
"07.01.2024 18:15 - 07.01.2024 18:30","10536","10620"
"07.01.2024 18:30 - 07.01.2024 18:45","10415","10507"
"07.01.2024 18:45 - 07.01.2024 19:00","10349","10421"
"07.01.2024 19:00 - 07.01.2024 19:15","10236","10237"
"07.01.2024 19:15 - 07.01.2024 19:30","10178","10344"
"07.01.2024 19:30 - 07.01.2024 19:45","10035","10079"
"07.01.2024 19:45 - 07.01.2024 20:00","9933","10068"
"07.01.2024 20:00 - 07.01.2024 20:15","9859","9767"
"07.01.2024 20:15 - 07.01.2024 20:30","9809","9711"
"07.01.2024 20:30 - 07.01.2024 20:45","9661","9598"
"07.01.2024 20:45 - 07.01.2024 21:00","9568","9518"
"07.01.2024 21:00 - 07.01.2024 21:15","9659","9583"
"07.01.2024 21:15 - 07.01.2024 21:30","9697","9693"
"07.01.2024 21:30 - 07.01.2024 21:45","9638","9551"
"07.01.2024 21:45 - 07.01.2024 22:00","9568","9543"
"07.01.2024 22:00 - 07.01.2024 22:15","9669","9572"
"07.01.2024 22:15 - 07.01.2024 22:30","9532","9423"
"07.01.2024 22:30 - 07.01.2024 22:45","9402","9403"
"07.01.2024 22:45 - 07.01.2024 23:00","9260","9270"
"07.01.2024 23:00 - 07.01.2024 23:15","9139","9168"
"07.01.2024 23:15 - 07.01.2024 23:30","9011","9084"
"07.01.2024 23:30 - 07.01.2024 23:45","8928","8985"
"07.01.2024 23:45 - 08.01.2024 00:00","8809","8926"
"08.01.2024 00:00 - 08.01.2024 00:15","8784","8936"
"08.01.2024 00:15 - 08.01.2024 00:30","8696","8951"
"08.01.2024 00:30 - 08.01.2024 00:45","8589","8823"
"08.01.2024 00:45 - 08.01.2024 01:00","8559","8877"
"08.01.2024 01:00 - 08.01.2024 01:15","8490","8651"
"08.01.2024 01:15 - 08.01.2024 01:30","8403","8576"
"08.01.2024 01:30 - 08.01.2024 01:45","8336","8547"
"08.01.2024 01:45 - 08.01.2024 02:00","8321","8518"
"08.01.2024 02:00 - 08.01.2024 02:15","8361","8561"
"08.01.2024 02:15 - 08.01.2024 02:30","8291","8456"
"08.01.2024 02:30 - 08.01.2024 02:45","8241","8343"
"08.01.2024 02:45 - 08.01.2024 03:00","8269","8395"
"08.01.2024 03:00 - 08.01.2024 03:15","8379","8394"
"08.01.2024 03:15 - 08.01.2024 03:30","8357","8327"
"08.01.2024 03:30 - 08.01.2024 03:45","8338","8527"
"08.01.2024 03:45 - 08.01.2024 04:00","8359","8553"
"08.01.2024 04:00 - 08.01.2024 04:15","8847","8786"
"08.01.2024 04:15 - 08.01.2024 04:30","8827","8934"
"08.01.2024 04:30 - 08.01.2024 04:45","8841","9065"
"08.01.2024 04:45 - 08.01.2024 05:00","8902","9413"
"08.01.2024 05:00 - 08.01.2024 05:15","9793","9708"
"08.01.2024 05:15 - 08.01.2024 05:30","9889","9989"
"08.01.2024 05:30 - 08.01.2024 05:45","9937","10246"
"08.01.2024 05:45 - 08.01.2024 06:00","10002","10479"
"08.01.2024 06:00 - 08.01.2024 06:15","10640","10765"
"08.01.2024 06:15 - 08.01.2024 06:30","10765","10997"
"08.01.2024 06:30 - 08.01.2024 06:45","10876","11441"
"08.01.2024 06:45 - 08.01.2024 07:00","10957","11527"
"08.01.2024 07:00 - 08.01.2024 07:15","11688","11823"
"08.01.2024 07:15 - 08.01.2024 07:30","11833","12015"
"08.01.2024 07:30 - 08.01.2024 07:45","11909","11920"
"08.01.2024 07:45 - 08.01.2024 08:00","11973","12007"
"08.01.2024 08:00 - 08.01.2024 08:15","11908","12184"
"08.01.2024 08:15 - 08.01.2024 08:30","12042","12259"
"08.01.2024 08:30 - 08.01.2024 08:45","12186","12319"
"08.01.2024 08:45 - 08.01.2024 09:00","12266","12314"
"08.01.2024 09:00 - 08.01.2024 09:15","11997","12290"
"08.01.2024 09:15 - 08.01.2024 09:30","12072","12357"
"08.01.2024 09:30 - 08.01.2024 09:45","12176","12341"
"08.01.2024 09:45 - 08.01.2024 10:00","12228","12335"
"08.01.2024 10:00 - 08.01.2024 10:15","12068","12327"
"08.01.2024 10:15 - 08.01.2024 10:30","12152","12330"
"08.01.2024 10:30 - 08.01.2024 10:45","12216","12427"
"08.01.2024 10:45 - 08.01.2024 11:00","12269","12468"
"08.01.2024 11:00 - 08.01.2024 11:15","12064","12416"
"08.01.2024 11:15 - 08.01.2024 11:30","12031","12406"
"08.01.2024 11:30 - 08.01.2024 11:45","11999","12292"
"08.01.2024 11:45 - 08.01.2024 12:00","11917","12285"
"08.01.2024 12:00 - 08.01.2024 12:15","11991","12231"
"08.01.2024 12:15 - 08.01.2024 12:30","11969","12216"
"08.01.2024 12:30 - 08.01.2024 12:45","11917","12165"
"08.01.2024 12:45 - 08.01.2024 13:00","11820","12113"
"08.01.2024 13:00 - 08.01.2024 13:15","11811","12022"
"08.01.2024 13:15 - 08.01.2024 13:30","11818","11968"
"08.01.2024 13:30 - 08.01.2024 13:45","11777","11943"
"08.01.2024 13:45 - 08.01.2024 14:00","11711","11932"
"08.01.2024 14:00 - 08.01.2024 14:15","11780","11831"
"08.01.2024 14:15 - 08.01.2024 14:30","11739","11764"
"08.01.2024 14:30 - 08.01.2024 14:45","11731","11732"
"08.01.2024 14:45 - 08.01.2024 15:00","11746","11770"
"08.01.2024 15:00 - 08.01.2024 15:15","11645","11761"
"08.01.2024 15:15 - 08.01.2024 15:30","11730","11893"
"08.01.2024 15:30 - 08.01.2024 15:45","11837","11864"
"08.01.2024 15:45 - 08.01.2024 16:00","11986","12000"
"08.01.2024 16:00 - 08.01.2024 16:15","12041","12176"
"08.01.2024 16:15 - 08.01.2024 16:30","12240","12446"
"08.01.2024 16:30 - 08.01.2024 16:45","12390","12604"
"08.01.2024 16:45 - 08.01.2024 17:00","12462","12686"
"08.01.2024 17:00 - 08.01.2024 17:15","12430","12559"
"08.01.2024 17:15 - 08.01.2024 17:30","12424","12399"
"08.01.2024 17:30 - 08.01.2024 17:45","12391","12496"
"08.01.2024 17:45 - 08.01.2024 18:00","12328","12326"
"08.01.2024 18:00 - 08.01.2024 18:15","12120","12182"
"08.01.2024 18:15 - 08.01.2024 18:30","11978","11987"
"08.01.2024 18:30 - 08.01.2024 18:45","11880","11989"
"08.01.2024 18:45 - 08.01.2024 19:00","11782","11724"
"08.01.2024 19:00 - 08.01.2024 19:15","11453","11674"
"08.01.2024 19:15 - 08.01.2024 19:30","11371","11521"
"08.01.2024 19:30 - 08.01.2024 19:45","11302","11344"
"08.01.2024 19:45 - 08.01.2024 20:00","11236","11377"
"08.01.2024 20:00 - 08.01.2024 20:15","10892","11026"
"08.01.2024 20:15 - 08.01.2024 20:30","10884","10893"
"08.01.2024 20:30 - 08.01.2024 20:45","10790","10689"
"08.01.2024 20:45 - 08.01.2024 21:00","10662","10612"
"08.01.2024 21:00 - 08.01.2024 21:15","10699","10588"
"08.01.2024 21:15 - 08.01.2024 21:30","10756","10509"
"08.01.2024 21:30 - 08.01.2024 21:45","10721","10481"
"08.01.2024 21:45 - 08.01.2024 22:00","10618","10460"
"08.01.2024 22:00 - 08.01.2024 22:15","10675","10436"
"08.01.2024 22:15 - 08.01.2024 22:30","10568","10386"
"08.01.2024 22:30 - 08.01.2024 22:45","10463","10283"
"08.01.2024 22:45 - 08.01.2024 23:00","10336","10162"
"08.01.2024 23:00 - 08.01.2024 23:15","10221","10263"
"08.01.2024 23:15 - 08.01.2024 23:30","10065","10016"
"08.01.2024 23:30 - 08.01.2024 23:45","9910","9764"
"08.01.2024 23:45 - 09.01.2024 00:00","9799","9781"
"09.01.2024 00:00 - 09.01.2024 00:15","9603","9715"
"09.01.2024 00:15 - 09.01.2024 00:30","9508","9543"
"09.01.2024 00:30 - 09.01.2024 00:45","9391","9333"
"09.01.2024 00:45 - 09.01.2024 01:00","9357","9357"
"09.01.2024 01:00 - 09.01.2024 01:15","9281","9346"
"09.01.2024 01:15 - 09.01.2024 01:30","9186","9309"
"09.01.2024 01:30 - 09.01.2024 01:45","9113","9224"
"09.01.2024 01:45 - 09.01.2024 02:00","9097","9331"
"09.01.2024 02:00 - 09.01.2024 02:15","9145","9332"
"09.01.2024 02:15 - 09.01.2024 02:30","9069","9314"
"09.01.2024 02:30 - 09.01.2024 02:45","9014","9199"
"09.01.2024 02:45 - 09.01.2024 03:00","9045","9211"
"09.01.2024 03:00 - 09.01.2024 03:15","9152","9232"
"09.01.2024 03:15 - 09.01.2024 03:30","9128","9156"
"09.01.2024 03:30 - 09.01.2024 03:45","9108","9093"
"09.01.2024 03:45 - 09.01.2024 04:00","9131","9194"
"09.01.2024 04:00 - 09.01.2024 04:15","9552","9411"
"09.01.2024 04:15 - 09.01.2024 04:30","9530","9500"
"09.01.2024 04:30 - 09.01.2024 04:45","9545","9630"
"09.01.2024 04:45 - 09.01.2024 05:00","9611","9810"
"09.01.2024 05:00 - 09.01.2024 05:15","10419","10262"
"09.01.2024 05:15 - 09.01.2024 05:30","10521","10507"
"09.01.2024 05:30 - 09.01.2024 05:45","10573","10812"
"09.01.2024 05:45 - 09.01.2024 06:00","10642","11158"
"09.01.2024 06:00 - 09.01.2024 06:15","11270","11442"
"09.01.2024 06:15 - 09.01.2024 06:30","11402","11714"
"09.01.2024 06:30 - 09.01.2024 06:45","11519","11931"
"09.01.2024 06:45 - 09.01.2024 07:00","11605","11994"
"09.01.2024 07:00 - 09.01.2024 07:15","11834","12234"
"09.01.2024 07:15 - 09.01.2024 07:30","11981","12420"
"09.01.2024 07:30 - 09.01.2024 07:45","12057","12393"
"09.01.2024 07:45 - 09.01.2024 08:00","12122","12418"
"09.01.2024 08:00 - 09.01.2024 08:15","12024","12629"
"09.01.2024 08:15 - 09.01.2024 08:30","12159","12763"
"09.01.2024 08:30 - 09.01.2024 08:45","12305","12886"
"09.01.2024 08:45 - 09.01.2024 09:00","12386","12877"
"09.01.2024 09:00 - 09.01.2024 09:15","12124","12791"
"09.01.2024 09:15 - 09.01.2024 09:30","12199","12887"
"09.01.2024 09:30 - 09.01.2024 09:45","12304","12916"
"09.01.2024 09:45 - 09.01.2024 10:00","12357","12908"
"09.01.2024 10:00 - 09.01.2024 10:15","12191","12760"
"09.01.2024 10:15 - 09.01.2024 10:30","12276","12743"
"09.01.2024 10:30 - 09.01.2024 10:45","12340","12761"
"09.01.2024 10:45 - 09.01.2024 11:00","12394","12804"
"09.01.2024 11:00 - 09.01.2024 11:15","12186","12585"
"09.01.2024 11:15 - 09.01.2024 11:30","12153","12467"
"09.01.2024 11:30 - 09.01.2024 11:45","12121","12407"
"09.01.2024 11:45 - 09.01.2024 12:00","12038","12295"
"09.01.2024 12:00 - 09.01.2024 12:15","12115","12379"
"09.01.2024 12:15 - 09.01.2024 12:30","12093","12317"
"09.01.2024 12:30 - 09.01.2024 12:45","12040","12239"
"09.01.2024 12:45 - 09.01.2024 13:00","11942","12126"
"09.01.2024 13:00 - 09.01.2024 13:15","11909","12104"
"09.01.2024 13:15 - 09.01.2024 13:30","11915","11992"
"09.01.2024 13:30 - 09.01.2024 13:45","11874","11921"
"09.01.2024 13:45 - 09.01.2024 14:00","11808","11824"
"09.01.2024 14:00 - 09.01.2024 14:15","11901","11869"
"09.01.2024 14:15 - 09.01.2024 14:30","11860","11913"
"09.01.2024 14:30 - 09.01.2024 14:45","11852","11906"
"09.01.2024 14:45 - 09.01.2024 15:00","11867","11872"
"09.01.2024 15:00 - 09.01.2024 15:15","11760","11906"
"09.01.2024 15:15 - 09.01.2024 15:30","11846","11797"
"09.01.2024 15:30 - 09.01.2024 15:45","11954","11871"
"09.01.2024 15:45 - 09.01.2024 16:00","12105","11972"
"09.01.2024 16:00 - 09.01.2024 16:15","12113","12026"
"09.01.2024 16:15 - 09.01.2024 16:30","12312","12280"
"09.01.2024 16:30 - 09.01.2024 16:45","12463","12459"
"09.01.2024 16:45 - 09.01.2024 17:00","12535","12592"
"09.01.2024 17:00 - 09.01.2024 17:15","12548","12601"
"09.01.2024 17:15 - 09.01.2024 17:30","12542","12566"
"09.01.2024 17:30 - 09.01.2024 17:45","12509","12592"
"09.01.2024 17:45 - 09.01.2024 18:00","12445","12569"
"09.01.2024 18:00 - 09.01.2024 18:15","12311","12345"
"09.01.2024 18:15 - 09.01.2024 18:30","12167","12304"
"09.01.2024 18:30 - 09.01.2024 18:45","12068","12087"
"09.01.2024 18:45 - 09.01.2024 19:00","11968","11977"
"09.01.2024 19:00 - 09.01.2024 19:15","11638","11778"
"09.01.2024 19:15 - 09.01.2024 19:30","11555","11718"
"09.01.2024 19:30 - 09.01.2024 19:45","11485","11630"
"09.01.2024 19:45 - 09.01.2024 20:00","11418","11486"
"09.01.2024 20:00 - 09.01.2024 20:15","11061","11392"
"09.01.2024 20:15 - 09.01.2024 20:30","11053","11213"
