"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|ES","Actual Total Load [MW] - BZN|ES"
"05.01.2024 11:30 - 05.01.2024 11:45","30388","30092"
"05.01.2024 11:45 - 05.01.2024 12:00","30442","30020"
"05.01.2024 12:00 - 05.01.2024 12:15","30595","30008"
"05.01.2024 12:15 - 05.01.2024 12:30","30591","29976"
"05.01.2024 12:30 - 05.01.2024 12:45","30512","30028"
"05.01.2024 12:45 - 05.01.2024 13:00","30366","30132"
"05.01.2024 13:00 - 05.01.2024 13:15","30213","30104"
"05.01.2024 13:15 - 05.01.2024 13:30","29995","29920"
"05.01.2024 13:30 - 05.01.2024 13:45","29770","29856"
"05.01.2024 13:45 - 05.01.2024 14:00","29552","29704"
"05.01.2024 14:00 - 05.01.2024 14:15","29284","29464"
"05.01.2024 14:15 - 05.01.2024 14:30","29117","29080"
"05.01.2024 14:30 - 05.01.2024 14:45","28991","28984"
"05.01.2024 14:45 - 05.01.2024 15:00","28908","28748"
"05.01.2024 15:00 - 05.01.2024 15:15","28786","28696"
"05.01.2024 15:15 - 05.01.2024 15:30","28783","28636"
"05.01.2024 15:30 - 05.01.2024 15:45","28819","28608"
"05.01.2024 15:45 - 05.01.2024 16:00","28895","28568"
"05.01.2024 16:00 - 05.01.2024 16:15","28937","28524"
"05.01.2024 16:15 - 05.01.2024 16:30","29101","28796"
"05.01.2024 16:30 - 05.01.2024 16:45","29306","28796"
"05.01.2024 16:45 - 05.01.2024 17:00","29520","28920"
"05.01.2024 17:00 - 05.01.2024 17:15","29847","29276"
"05.01.2024 17:15 - 05.01.2024 17:30","29965","29472"
"05.01.2024 17:30 - 05.01.2024 17:45","29991","29728"
"05.01.2024 17:45 - 05.01.2024 18:00","29956","29916"
"05.01.2024 18:00 - 05.01.2024 18:15","29828","29856"
"05.01.2024 18:15 - 05.01.2024 18:30","29814","29908"
"05.01.2024 18:30 - 05.01.2024 18:45","29865","29784"
"05.01.2024 18:45 - 05.01.2024 19:00","29965","29800"
"05.01.2024 19:00 - 05.01.2024 19:15","30140","29892"
"05.01.2024 19:15 - 05.01.2024 19:30","30237","30076"
"05.01.2024 19:30 - 05.01.2024 19:45","30285","30156"
"05.01.2024 19:45 - 05.01.2024 20:00","30260","30184"
"05.01.2024 20:00 - 05.01.2024 20:15","30385","30460"
"05.01.2024 20:15 - 05.01.2024 20:30","30140","30288"
"05.01.2024 20:30 - 05.01.2024 20:45","29761","30208"
"05.01.2024 20:45 - 05.01.2024 21:00","29273","29700"
"05.01.2024 21:00 - 05.01.2024 21:15","28776","29140"
"05.01.2024 21:15 - 05.01.2024 21:30","28178","28660"
"05.01.2024 21:30 - 05.01.2024 21:45","27578","28116"
"05.01.2024 21:45 - 05.01.2024 22:00","26995","27716"
"05.01.2024 22:00 - 05.01.2024 22:15","26364","27156"
"05.01.2024 22:15 - 05.01.2024 22:30","25870","26440"
"05.01.2024 22:30 - 05.01.2024 22:45","25437","26056"
"05.01.2024 22:45 - 05.01.2024 23:00","25040","25564"
"05.01.2024 23:00 - 05.01.2024 23:15","24884","25012"
"05.01.2024 23:15 - 05.01.2024 23:30","24394","24620"
"05.01.2024 23:30 - 05.01.2024 23:45","23876","24416"
"05.01.2024 23:45 - 06.01.2024 00:00","23352","24052"
"06.01.2024 00:00 - 06.01.2024 00:15","22779","23572"
"06.01.2024 00:15 - 06.01.2024 00:30","22310","22808"
"06.01.2024 00:30 - 06.01.2024 00:45","21894","22412"
"06.01.2024 00:45 - 06.01.2024 01:00","21530","22152"
"06.01.2024 01:00 - 06.01.2024 01:15","21155","21616"
"06.01.2024 01:15 - 06.01.2024 01:30","20866","21264"
"06.01.2024 01:30 - 06.01.2024 01:45","20603","20936"
"06.01.2024 01:45 - 06.01.2024 02:00","20365","20704"
"06.01.2024 02:00 - 06.01.2024 02:15","20107","20488"
"06.01.2024 02:15 - 06.01.2024 02:30","19920","20228"
"06.01.2024 02:30 - 06.01.2024 02:45","19758","20092"
"06.01.2024 02:45 - 06.01.2024 03:00","19620","19836"
"06.01.2024 03:00 - 06.01.2024 03:15","19462","19900"
"06.01.2024 03:15 - 06.01.2024 03:30","19372","19736"
"06.01.2024 03:30 - 06.01.2024 03:45","19305","19696"
"06.01.2024 03:45 - 06.01.2024 04:00","19263","19600"
"06.01.2024 04:00 - 06.01.2024 04:15","19188","19548"
"06.01.2024 04:15 - 06.01.2024 04:30","19204","19540"
"06.01.2024 04:30 - 06.01.2024 04:45","19251","19656"
"06.01.2024 04:45 - 06.01.2024 05:00","19328","19644"
"06.01.2024 05:00 - 06.01.2024 05:15","19392","19664"
"06.01.2024 05:15 - 06.01.2024 05:30","19519","19824"
"06.01.2024 05:30 - 06.01.2024 05:45","19665","19928"
"06.01.2024 05:45 - 06.01.2024 06:00","19820","19932"
"06.01.2024 06:00 - 06.01.2024 06:15","19999","20144"
"06.01.2024 06:15 - 06.01.2024 06:30","20135","20500"
"06.01.2024 06:30 - 06.01.2024 06:45","20251","20544"
"06.01.2024 06:45 - 06.01.2024 07:00","20375","20692"
"06.01.2024 07:00 - 06.01.2024 07:15","20387","20900"
"06.01.2024 07:15 - 06.01.2024 07:30","20631","21020"
"06.01.2024 07:30 - 06.01.2024 07:45","20974","21268"
"06.01.2024 07:45 - 06.01.2024 08:00","21389","21440"
"06.01.2024 08:00 - 06.01.2024 08:15","21894","21756"
"06.01.2024 08:15 - 06.01.2024 08:30","22325","22132"
"06.01.2024 08:30 - 06.01.2024 08:45","22708","22612"
"06.01.2024 08:45 - 06.01.2024 09:00","23044","23012"
"06.01.2024 09:00 - 06.01.2024 09:15","23412","23548"
"06.01.2024 09:15 - 06.01.2024 09:30","23680","23996"
"06.01.2024 09:30 - 06.01.2024 09:45","23922","24368"
"06.01.2024 09:45 - 06.01.2024 10:00","24127","24408"
"06.01.2024 10:00 - 06.01.2024 10:15","24414","24552"
"06.01.2024 10:15 - 06.01.2024 10:30","24503","24580"
"06.01.2024 10:30 - 06.01.2024 10:45","24518","24640"
"06.01.2024 10:45 - 06.01.2024 11:00","24478","24616"
"06.01.2024 11:00 - 06.01.2024 11:15","24396","24736"
"06.01.2024 11:15 - 06.01.2024 11:30","24327","24720"
"06.01.2024 11:30 - 06.01.2024 11:45","24280","24512"
"06.01.2024 11:45 - 06.01.2024 12:00","24269","24460"
"06.01.2024 12:00 - 06.01.2024 12:15","24210","24532"
"06.01.2024 12:15 - 06.01.2024 12:30","24298","24528"
"06.01.2024 12:30 - 06.01.2024 12:45","24438","24632"
"06.01.2024 12:45 - 06.01.2024 13:00","24579","24756"
"06.01.2024 13:00 - 06.01.2024 13:15","24925","24832"
"06.01.2024 13:15 - 06.01.2024 13:30","24868","24708"
"06.01.2024 13:30 - 06.01.2024 13:45","24638","24404"
"06.01.2024 13:45 - 06.01.2024 14:00","24295","24300"
"06.01.2024 14:00 - 06.01.2024 14:15","23776","23920"
"06.01.2024 14:15 - 06.01.2024 14:30","23469","23700"
"06.01.2024 14:30 - 06.01.2024 14:45","23290","23480"
"06.01.2024 14:45 - 06.01.2024 15:00","23226","23352"
"06.01.2024 15:00 - 06.01.2024 15:15","23142","23152"
"06.01.2024 15:15 - 06.01.2024 15:30","23219","23556"
"06.01.2024 15:30 - 06.01.2024 15:45","23331","23616"
"06.01.2024 15:45 - 06.01.2024 16:00","23494","23652"
"06.01.2024 16:00 - 06.01.2024 16:15","23543","23820"
"06.01.2024 16:15 - 06.01.2024 16:30","23886","24072"
"06.01.2024 16:30 - 06.01.2024 16:45","24344","24256"
"06.01.2024 16:45 - 06.01.2024 17:00","24872","24656"
"06.01.2024 17:00 - 06.01.2024 17:15","25554","25300"
"06.01.2024 17:15 - 06.01.2024 17:30","26042","25928"
"06.01.2024 17:30 - 06.01.2024 17:45","26432","26448"
"06.01.2024 17:45 - 06.01.2024 18:00","26738","27036"
"06.01.2024 18:00 - 06.01.2024 18:15","27039","27188"
"06.01.2024 18:15 - 06.01.2024 18:30","27258","27404"
"06.01.2024 18:30 - 06.01.2024 18:45","27469","27524"
"06.01.2024 18:45 - 06.01.2024 19:00","27676","27784"
"06.01.2024 19:00 - 06.01.2024 19:15","27907","27804"
"06.01.2024 19:15 - 06.01.2024 19:30","28100","28144"
"06.01.2024 19:30 - 06.01.2024 19:45","28277","28304"
"06.01.2024 19:45 - 06.01.2024 20:00","28415","28476"
"06.01.2024 20:00 - 06.01.2024 20:15","28690","28620"
"06.01.2024 20:15 - 06.01.2024 20:30","28662","28872"
"06.01.2024 20:30 - 06.01.2024 20:45","28514","28856"
"06.01.2024 20:45 - 06.01.2024 21:00","28260","28724"
"06.01.2024 21:00 - 06.01.2024 21:15","28042","28488"
"06.01.2024 21:15 - 06.01.2024 21:30","27636","27968"
"06.01.2024 21:30 - 06.01.2024 21:45","27185","27668"
"06.01.2024 21:45 - 06.01.2024 22:00","26704","27276"
"06.01.2024 22:00 - 06.01.2024 22:15","26225","26860"
"06.01.2024 22:15 - 06.01.2024 22:30","25722","26272"
"06.01.2024 22:30 - 06.01.2024 22:45","25225","25884"
"06.01.2024 22:45 - 06.01.2024 23:00","24729","25232"
"06.01.2024 23:00 - 06.01.2024 23:15","24400","24656"
"06.01.2024 23:15 - 06.01.2024 23:30","23896","24456"
"06.01.2024 23:30 - 06.01.2024 23:45","23384","23988"
"06.01.2024 23:45 - 07.01.2024 00:00","22878","23324"
"07.01.2024 00:00 - 07.01.2024 00:15","22335","22868"
"07.01.2024 00:15 - 07.01.2024 00:30","21887","22432"
"07.01.2024 00:30 - 07.01.2024 00:45","21486","21888"
"07.01.2024 00:45 - 07.01.2024 01:00","21130","21592"
"07.01.2024 01:00 - 07.01.2024 01:15","20755","21076"
"07.01.2024 01:15 - 07.01.2024 01:30","20477","20812"
"07.01.2024 01:30 - 07.01.2024 01:45","20230","20516"
"07.01.2024 01:45 - 07.01.2024 02:00","20014","20404"
"07.01.2024 02:00 - 07.01.2024 02:15","19773","20108"
"07.01.2024 02:15 - 07.01.2024 02:30","19618","19772"
"07.01.2024 02:30 - 07.01.2024 02:45","19493","19708"
"07.01.2024 02:45 - 07.01.2024 03:00","19395","19624"
"07.01.2024 03:00 - 07.01.2024 03:15","19280","19504"
"07.01.2024 03:15 - 07.01.2024 03:30","19227","19348"
"07.01.2024 03:30 - 07.01.2024 03:45","19193","19148"
"07.01.2024 03:45 - 07.01.2024 04:00","19180","19228"
"07.01.2024 04:00 - 07.01.2024 04:15","19137","19184"
"07.01.2024 04:15 - 07.01.2024 04:30","19174","19264"
"07.01.2024 04:30 - 07.01.2024 04:45","19240","19236"
"07.01.2024 04:45 - 07.01.2024 05:00","19334","19440"
"07.01.2024 05:00 - 07.01.2024 05:15","19408","19396"
"07.01.2024 05:15 - 07.01.2024 05:30","19556","19688"
"07.01.2024 05:30 - 07.01.2024 05:45","19729","19812"
"07.01.2024 05:45 - 07.01.2024 06:00","19919","20036"
"07.01.2024 06:00 - 07.01.2024 06:15","20120","20172"
"07.01.2024 06:15 - 07.01.2024 06:30","20313","20464"
"07.01.2024 06:30 - 07.01.2024 06:45","20498","20856"
"07.01.2024 06:45 - 07.01.2024 07:00","20700","21140"
"07.01.2024 07:00 - 07.01.2024 07:15","20803","21224"
"07.01.2024 07:15 - 07.01.2024 07:30","21119","21548"
"07.01.2024 07:30 - 07.01.2024 07:45","21526","21616"
"07.01.2024 07:45 - 07.01.2024 08:00","22002","21824"
"07.01.2024 08:00 - 07.01.2024 08:15","22550","22112"
"07.01.2024 08:15 - 07.01.2024 08:30","23070","22564"
"07.01.2024 08:30 - 07.01.2024 08:45","23565","22960"
"07.01.2024 08:45 - 07.01.2024 09:00","24016","23496"
"07.01.2024 09:00 - 07.01.2024 09:15","24584","23800"
"07.01.2024 09:15 - 07.01.2024 09:30","24892","24268"
"07.01.2024 09:30 - 07.01.2024 09:45","25106","24328"
"07.01.2024 09:45 - 07.01.2024 10:00","25239","24720"
"07.01.2024 10:00 - 07.01.2024 10:15","25374","24720"
"07.01.2024 10:15 - 07.01.2024 10:30","25409","24828"
"07.01.2024 10:30 - 07.01.2024 10:45","25426","24812"
"07.01.2024 10:45 - 07.01.2024 11:00","25444","24636"
"07.01.2024 11:00 - 07.01.2024 11:15","25401","24732"
"07.01.2024 11:15 - 07.01.2024 11:30","25476","24776"
"07.01.2024 11:30 - 07.01.2024 11:45","25601","24692"
"07.01.2024 11:45 - 07.01.2024 12:00","25765","24672"
"07.01.2024 12:00 - 07.01.2024 12:15","25962","24836"
"07.01.2024 12:15 - 07.01.2024 12:30","26152","24888"
"07.01.2024 12:30 - 07.01.2024 12:45","26326","25176"
"07.01.2024 12:45 - 07.01.2024 13:00","26462","25408"
"07.01.2024 13:00 - 07.01.2024 13:15","26710","25732"
"07.01.2024 13:15 - 07.01.2024 13:30","26695","25968"
"07.01.2024 13:30 - 07.01.2024 13:45","26577","25948"
"07.01.2024 13:45 - 07.01.2024 14:00","26395","25852"
"07.01.2024 14:00 - 07.01.2024 14:15","26112","25544"
"07.01.2024 14:15 - 07.01.2024 14:30","25944","25364"
"07.01.2024 14:30 - 07.01.2024 14:45","25845","25280"
"07.01.2024 14:45 - 07.01.2024 15:00","25810","25168"
"07.01.2024 15:00 - 07.01.2024 15:15","25749","25152"
"07.01.2024 15:15 - 07.01.2024 15:30","25799","25148"
"07.01.2024 15:30 - 07.01.2024 15:45","25878","25080"
"07.01.2024 15:45 - 07.01.2024 16:00","26012","25212"
"07.01.2024 16:00 - 07.01.2024 16:15","26002","25448"
"07.01.2024 16:15 - 07.01.2024 16:30","26348","25632"
"07.01.2024 16:30 - 07.01.2024 16:45","26835","25844"
"07.01.2024 16:45 - 07.01.2024 17:00","27405","26388"
"07.01.2024 17:00 - 07.01.2024 17:15","28166","27056"
"07.01.2024 17:15 - 07.01.2024 17:30","28676","27948"
"07.01.2024 17:30 - 07.01.2024 17:45","29060","28860"
"07.01.2024 17:45 - 07.01.2024 18:00","29345","29612"
"07.01.2024 18:00 - 07.01.2024 18:15","29579","29888"
"07.01.2024 18:15 - 07.01.2024 18:30","29805","30208"
"07.01.2024 18:30 - 07.01.2024 18:45","30060","30580"
"07.01.2024 18:45 - 07.01.2024 19:00","30330","30788"
"07.01.2024 19:00 - 07.01.2024 19:15","30688","31024"
"07.01.2024 19:15 - 07.01.2024 19:30","30913","31488"
"07.01.2024 19:30 - 07.01.2024 19:45","31074","31788"
"07.01.2024 19:45 - 07.01.2024 20:00","31148","31936"
"07.01.2024 20:00 - 07.01.2024 20:15","31396","32048"
"07.01.2024 20:15 - 07.01.2024 20:30","31212","32228"
"07.01.2024 20:30 - 07.01.2024 20:45","30870","32256"
"07.01.2024 20:45 - 07.01.2024 21:00","30394","31756"
"07.01.2024 21:00 - 07.01.2024 21:15","29943","31168"
"07.01.2024 21:15 - 07.01.2024 21:30","29301","30556"
"07.01.2024 21:30 - 07.01.2024 21:45","28627","29908"
"07.01.2024 21:45 - 07.01.2024 22:00","27940","29176"
"07.01.2024 22:00 - 07.01.2024 22:15","27237","28512"
"07.01.2024 22:15 - 07.01.2024 22:30","26578","27732"
"07.01.2024 22:30 - 07.01.2024 22:45","25954","26916"
"07.01.2024 22:45 - 07.01.2024 23:00","25361","26244"
"07.01.2024 23:00 - 07.01.2024 23:15","25057","25520"
"07.01.2024 23:15 - 07.01.2024 23:30","24453","25116"
"07.01.2024 23:30 - 07.01.2024 23:45","23893","24676"
"07.01.2024 23:45 - 08.01.2024 00:00","23380","23912"
"08.01.2024 00:00 - 08.01.2024 00:15","22835","23340"
"08.01.2024 00:15 - 08.01.2024 00:30","22419","23016"
"08.01.2024 00:30 - 08.01.2024 00:45","22053","22644"
"08.01.2024 00:45 - 08.01.2024 01:00","21738","22240"
"08.01.2024 01:00 - 08.01.2024 01:15","21381","22000"
"08.01.2024 01:15 - 08.01.2024 01:30","21170","21756"
"08.01.2024 01:30 - 08.01.2024 01:45","21009","21544"
"08.01.2024 01:45 - 08.01.2024 02:00","20891","21448"
"08.01.2024 02:00 - 08.01.2024 02:15","20762","21292"
"08.01.2024 02:15 - 08.01.2024 02:30","20703","21356"
"08.01.2024 02:30 - 08.01.2024 02:45","20661","21340"
"08.01.2024 02:45 - 08.01.2024 03:00","20638","21144"
"08.01.2024 03:00 - 08.01.2024 03:15","20566","21028"
"08.01.2024 03:15 - 08.01.2024 03:30","20598","21212"
"08.01.2024 03:30 - 08.01.2024 03:45","20670","21208"
"08.01.2024 03:45 - 08.01.2024 04:00","20812","21168"
"08.01.2024 04:00 - 08.01.2024 04:15","20772","21420"
"08.01.2024 04:15 - 08.01.2024 04:30","21158","21704"
"08.01.2024 04:30 - 08.01.2024 04:45","21713","22048"
"08.01.2024 04:45 - 08.01.2024 05:00","22433","22244"
"08.01.2024 05:00 - 08.01.2024 05:15","23119","22796"
"08.01.2024 05:15 - 08.01.2024 05:30","24126","24108"
"08.01.2024 05:30 - 08.01.2024 05:45","25253","25112"
"08.01.2024 05:45 - 08.01.2024 06:00","26442","25960"
"08.01.2024 06:00 - 08.01.2024 06:15","27911","26836"
"08.01.2024 06:15 - 08.01.2024 06:30","29035","28672"
"08.01.2024 06:30 - 08.01.2024 06:45","30030","30204"
"08.01.2024 06:45 - 08.01.2024 07:00","30882","31592"
"08.01.2024 07:00 - 08.01.2024 07:15","31921","32324"
"08.01.2024 07:15 - 08.01.2024 07:30","32482","33560"
"08.01.2024 07:30 - 08.01.2024 07:45","32892","34308"
"08.01.2024 07:45 - 08.01.2024 08:00","33174","34416"
"08.01.2024 08:00 - 08.01.2024 08:15","33491","34052"
"08.01.2024 08:15 - 08.01.2024 08:30","33597","34220"
"08.01.2024 08:30 - 08.01.2024 08:45","33650","34888"
"08.01.2024 08:45 - 08.01.2024 09:00","33660","34912"
"08.01.2024 09:00 - 08.01.2024 09:15","33696","34884"
"08.01.2024 09:15 - 08.01.2024 09:30","33627","34592"
"08.01.2024 09:30 - 08.01.2024 09:45","33526","34316"
"08.01.2024 09:45 - 08.01.2024 10:00","33400","34060"
"08.01.2024 10:00 - 08.01.2024 10:15","33261","33916"
"08.01.2024 10:15 - 08.01.2024 10:30","33113","33704"
"08.01.2024 10:30 - 08.01.2024 10:45","32968","33560"
"08.01.2024 10:45 - 08.01.2024 11:00","32842","33312"
"08.01.2024 11:00 - 08.01.2024 11:15","32653","33264"
"08.01.2024 11:15 - 08.01.2024 11:30","32616","33260"
"08.01.2024 11:30 - 08.01.2024 11:45","32640","33096"
"08.01.2024 11:45 - 08.01.2024 12:00","32692","32680"
"08.01.2024 12:00 - 08.01.2024 12:15","32846","32788"
"08.01.2024 12:15 - 08.01.2024 12:30","32829","32652"
"08.01.2024 12:30 - 08.01.2024 12:45","32729","32952"
"08.01.2024 12:45 - 08.01.2024 13:00","32581","32792"
"08.01.2024 13:00 - 08.01.2024 13:15","32320","32588"
"08.01.2024 13:15 - 08.01.2024 13:30","32221","32352"
"08.01.2024 13:30 - 08.01.2024 13:45","32207","32868"
"08.01.2024 13:45 - 08.01.2024 14:00","32263","33120"
"08.01.2024 14:00 - 08.01.2024 14:15","32340","32948"
"08.01.2024 14:15 - 08.01.2024 14:30","32456","32932"
"08.01.2024 14:30 - 08.01.2024 14:45","32568","33016"
"08.01.2024 14:45 - 08.01.2024 15:00","32680","33156"
"08.01.2024 15:00 - 08.01.2024 15:15","32748","33228"
"08.01.2024 15:15 - 08.01.2024 15:30","32895","33276"
"08.01.2024 15:30 - 08.01.2024 15:45","33078","33304"
"08.01.2024 15:45 - 08.01.2024 16:00","33309","33416"
"08.01.2024 16:00 - 08.01.2024 16:15","33461","33724"
"08.01.2024 16:15 - 08.01.2024 16:30","33837","34232"
"08.01.2024 16:30 - 08.01.2024 16:45","34297","34276"
"08.01.2024 16:45 - 08.01.2024 17:00","34801","34660"
"08.01.2024 17:00 - 08.01.2024 17:15","35444","35136"
"08.01.2024 17:15 - 08.01.2024 17:30","35888","35388"
"08.01.2024 17:30 - 08.01.2024 17:45","36239","36004"
"08.01.2024 17:45 - 08.01.2024 18:00","36509","36564"
"08.01.2024 18:00 - 08.01.2024 18:15","36780","36672"
"08.01.2024 18:15 - 08.01.2024 18:30","36967","36724"
"08.01.2024 18:30 - 08.01.2024 18:45","37145","36980"
"08.01.2024 18:45 - 08.01.2024 19:00","37299","37380"
"08.01.2024 19:00 - 08.01.2024 19:15","37569","37692"
"08.01.2024 19:15 - 08.01.2024 19:30","37609","37732"
"08.01.2024 19:30 - 08.01.2024 19:45","37556","37892"
"08.01.2024 19:45 - 08.01.2024 20:00","37378","37924"
"08.01.2024 20:00 - 08.01.2024 20:15","37437","37968"
"08.01.2024 20:15 - 08.01.2024 20:30","36895","37736"
"08.01.2024 20:30 - 08.01.2024 20:45","36139","37376"
"08.01.2024 20:45 - 08.01.2024 21:00","35226","36516"
"08.01.2024 21:00 - 08.01.2024 21:15","34247","35580"
"08.01.2024 21:15 - 08.01.2024 21:30","33256","34264"
"08.01.2024 21:30 - 08.01.2024 21:45","32326","33340"
"08.01.2024 21:45 - 08.01.2024 22:00","31453","32592"
"08.01.2024 22:00 - 08.01.2024 22:15","30633","31760"
"08.01.2024 22:15 - 08.01.2024 22:30","29811","30612"
"08.01.2024 22:30 - 08.01.2024 22:45","28990","29784"
"08.01.2024 22:45 - 08.01.2024 23:00","28185","28876"
"08.01.2024 23:00 - 08.01.2024 23:15","27839","28080"
"08.01.2024 23:15 - 08.01.2024 23:30","27216","27868"
"08.01.2024 23:30 - 08.01.2024 23:45","26614","27396"
"08.01.2024 23:45 - 09.01.2024 00:00","26048","26872"
"09.01.2024 00:00 - 09.01.2024 00:15","25426","26032"
"09.01.2024 00:15 - 09.01.2024 00:30","24968","25728"
"09.01.2024 00:30 - 09.01.2024 00:45","24578","25428"
"09.01.2024 00:45 - 09.01.2024 01:00","24253","24820"
"09.01.2024 01:00 - 09.01.2024 01:15","23895","24488"
"09.01.2024 01:15 - 09.01.2024 01:30","23680","24244"
"09.01.2024 01:30 - 09.01.2024 01:45","23509","24032"
"09.01.2024 01:45 - 09.01.2024 02:00","23376","23812"
"09.01.2024 02:00 - 09.01.2024 02:15","23231","23788"
"09.01.2024 02:15 - 09.01.2024 02:30","23151","23568"
"09.01.2024 02:30 - 09.01.2024 02:45","23088","23536"
"09.01.2024 02:45 - 09.01.2024 03:00","23045","23344"
"09.01.2024 03:00 - 09.01.2024 03:15","22954","23316"
"09.01.2024 03:15 - 09.01.2024 03:30","22964","23428"
"09.01.2024 03:30 - 09.01.2024 03:45","23012","23480"
"09.01.2024 03:45 - 09.01.2024 04:00","23124","23428"
"09.01.2024 04:00 - 09.01.2024 04:15","23067","23504"
"09.01.2024 04:15 - 09.01.2024 04:30","23399","23892"
"09.01.2024 04:30 - 09.01.2024 04:45","23883","23988"
"09.01.2024 04:45 - 09.01.2024 05:00","24522","24352"
"09.01.2024 05:00 - 09.01.2024 05:15","25089","24564"
"09.01.2024 05:15 - 09.01.2024 05:30","26029","25956"
"09.01.2024 05:30 - 09.01.2024 05:45","27109","26848"
"09.01.2024 05:45 - 09.01.2024 06:00","28267","27652"
"09.01.2024 06:00 - 09.01.2024 06:15","29700","28540"
"09.01.2024 06:15 - 09.01.2024 06:30","30806","30312"
"09.01.2024 06:30 - 09.01.2024 06:45","31779","31544"
"09.01.2024 06:45 - 09.01.2024 07:00","32604","32716"
"09.01.2024 07:00 - 09.01.2024 07:15","33625","33508"
"09.01.2024 07:15 - 09.01.2024 07:30","34138","34420"
"09.01.2024 07:30 - 09.01.2024 07:45","34489","35032"
"09.01.2024 07:45 - 09.01.2024 08:00","34704","35216"
"09.01.2024 08:00 - 09.01.2024 08:15","34934","34992"
"09.01.2024 08:15 - 09.01.2024 08:30","34984","35312"
"09.01.2024 08:30 - 09.01.2024 08:45","34995","35524"
"09.01.2024 08:45 - 09.01.2024 09:00","34973","35664"
"09.01.2024 09:00 - 09.01.2024 09:15","34987","35716"
"09.01.2024 09:15 - 09.01.2024 09:30","34888","35700"
"09.01.2024 09:30 - 09.01.2024 09:45","34750","35568"
"09.01.2024 09:45 - 09.01.2024 10:00","34588","35540"
"09.01.2024 10:00 - 09.01.2024 10:15","34386","35440"
"09.01.2024 10:15 - 09.01.2024 10:30","34229","35240"
"09.01.2024 10:30 - 09.01.2024 10:45","34099","35040"
"09.01.2024 10:45 - 09.01.2024 11:00","34002","34960"
"09.01.2024 11:00 - 09.01.2024 11:15","33868","34868"
"09.01.2024 11:15 - 09.01.2024 11:30","33844","34720"
"09.01.2024 11:30 - 09.01.2024 11:45","33857","34808"
"09.01.2024 11:45 - 09.01.2024 12:00","33895","34692"
"09.01.2024 12:00 - 09.01.2024 12:15","33963","34736"
"09.01.2024 12:15 - 09.01.2024 12:30","34004","34860"
"09.01.2024 12:30 - 09.01.2024 12:45","34025","35132"
"09.01.2024 12:45 - 09.01.2024 13:00","34029","35072"
"09.01.2024 13:00 - 09.01.2024 13:15","34034","35088"
"09.01.2024 13:15 - 09.01.2024 13:30","34012","34940"
"09.01.2024 13:30 - 09.01.2024 13:45","33984","35156"
"09.01.2024 13:45 - 09.01.2024 14:00","33958","34992"
"09.01.2024 14:00 - 09.01.2024 14:15","33898","34836"
"09.01.2024 14:15 - 09.01.2024 14:30","33903","34708"
"09.01.2024 14:30 - 09.01.2024 14:45","33935","34808"
"09.01.2024 14:45 - 09.01.2024 15:00","33996","34784"
"09.01.2024 15:00 - 09.01.2024 15:15","34025","34772"
"09.01.2024 15:15 - 09.01.2024 15:30","34144","34752"
"09.01.2024 15:30 - 09.01.2024 15:45","34293","34752"
"09.01.2024 15:45 - 09.01.2024 16:00","34480","34756"
